Aerofoil9
1.000000000000000000e+00 0.000000000000000000e+00
9.757542486307654306e-01 7.568863894832963263e-03
9.514914372186094038e-01 1.478293275863208113e-02
9.272019672553472036e-01 2.163092178531352688e-02
9.028833853340382243e-01 2.810209252977183617e-02
8.785393833609725922e-01 3.418677260869411316e-02
8.541788957558850148e-01 3.987675936673217014e-02
8.298152869457271485e-01 4.516562082453834392e-02
8.054656227545785585e-01 5.004890628209060499e-02
7.811500195828557924e-01 5.452427804782732784e-02
7.568910655528442444e-01 5.859157490056390860e-02
7.327133080747078031e-01 6.225281706614492483e-02
7.086428025576634315e-01 6.551216170348311829e-02
6.847067172548145786e-01 6.837581714421882284e-02
6.609329894874093059e-01 7.085192341588923692e-02
6.373500287448882196e-01 7.295040589939771891e-02
6.139864624011319716e-01 7.468280832689783155e-02
5.908709200248356552e-01 7.606211071514006050e-02
5.680318524928631430e-01 7.710253725103900779e-02
5.454973823399077437e-01 7.781935859989740079e-02
5.232951819957096795e-01 7.822869259153052146e-02
5.014523767725973524e-01 7.834730675467320438e-02
4.799954696711400959e-01 7.819242571467480141e-02
4.589502852703107871e-01 7.778154604279154116e-02
4.383419301607941465e-01 7.713226074654541686e-02
4.181947675658828634e-01 7.626209521880232545e-02
3.985324039738994406e-01 7.518835611762632321e-02
3.793776857792051094e-01 7.392799432875059307e-02
3.607527040956980402e-01 7.249748286686485965e-02
3.426788060672267267e-01 7.091271030001826403e-02
3.251766111536092407e-01 6.918889003246243841e-02
3.082660310189715425e-01 6.734048555439053896e-02
2.919662917909066069e-01 6.538115156143604889e-02
2.762959575945400648e-01 6.332369066166636251e-02
2.612729543949974254e-01 6.118002522231380524e-02
2.469145933050177488e-01 5.896118376181439663e-02
2.332375926315661818e-01 5.667730116404295915e-02
2.202580980462836291e-01 5.433763188012847439e-02
2.079917003695316291e-01 5.195057518808245817e-02
1.964534505566037370e-01 4.952371150084879103e-02
1.856578715674643831e-01 4.706384864847165672e-02
1.756189668881280863e-01 4.457707700905320924e-02
1.663502255525440288e-01 4.206883232521467508e-02
1.578646235886155824e-01 3.954396501705963879e-02
1.501746218807866740e-01 3.700681478834792065e-02
1.432921605045054114e-01 3.446128931890129338e-02
1.372286496448139603e-01 3.191094584235196902e-02
1.319949572623767831e-01 2.935907442339607404e-02
1.276013937154412969e-01 2.680878177190174419e-02
1.240576935855608742e-01 2.426307446172545901e-02
1.213729949884110454e-01 2.172494045908694021e-02
1.195558166787307752e-01 1.919742790802338173e-02
1.186140332803389957e-01 1.668372016796666399e-02
1.185548489883220119e-01 1.418720615003647191e-02
1.193847701009072143e-01 1.171154505340362730e-02
1.211095767432281006e-01 9.260724660222947185e-03
1.237342941441877814e-01 6.839112406346545443e-03
1.272631638209512084e-01 4.451498504484362184e-03
1.316996150132705712e-01 2.103130455854454808e-03
1.370462366918909214e-01 -2.002616551549336670e-04
1.433047504417202800e-01 -2.452449632033615323e-03
1.504759844912983424e-01 -4.646701897415191247e-03
1.585598491253838727e-01 -6.775788928215894374e-03
1.675553136772278684e-01 -8.831999791638204741e-03
1.774603852513248203e-01 -1.080717013737065094e-02
1.882720892761636233e-01 -1.269272196548674146e-02
1.999864519297533116e-01 -1.447971546036444686e-02
2.125984844184983236e-01 -1.615891315923951785e-02
2.261021690223703473e-01 -1.772085671059021178e-02
2.404904467462797291e-01 -1.915595647324887588e-02
2.557552063391285158e-01 -2.045459421277116829e-02
2.718872743582295692e-01 -2.160723916798500122e-02
2.888764058676482338e-01 -2.260457778861282852e-02
3.067112752645640428e-01 -2.343765748523186920e-02
3.253794666279961612e-01 -2.409804478643049960e-02
3.448674628792125496e-01 -2.457799836565607854e-02
3.651606329328458966e-01 -2.487065748275107610e-02
3.862432159022384237e-01 -2.497024648336316349e-02
4.080983013017926986e-01 -2.487229611411108376e-02
4.307078040632058569e-01 -2.457388254341448877e-02
4.540524330513712736e-01 -2.407388512807256617e-02
4.781116516295101926e-01 -2.337326413482631454e-02
5.028636286817498302e-01 -2.247535981508267180e-02
5.282851783549065150e-01 -2.138621444053812395e-02
5.543516866297218959e-01 -2.011491913843568499e-02
5.810370226752002987e-01 -1.867398761844422245e-02
6.083134327780930217e-01 -1.707975915948393639e-02
6.361514144729418785e-01 -1.535283352505846868e-02
6.645195683264731867e-01 -1.351854080061420764e-02
6.933844246535590949e-01 -1.160744949695122381e-02
7.227102422604168019e-01 -9.655916640581485924e-03
7.524587761242813588e-01 -7.706683975987397434e-03
7.825890107274102725e-01 -5.809524836801982679e-03
8.130568555670624198e-01 -4.021946703829420294e-03
8.438147991619923127e-01 -2.409954958374831060e-03
8.748115176700669293e-01 -1.048883860376895183e-03
9.059914340208923278e-01 -2.430133315484936688e-05
9.372942232517791350e-01 5.670052789816458190e-04
9.686542595150952062e-01 6.159546966380476411e-04
1.000000000000000000e+00 0.000000000000000000e+00
