NACA 5814
 1.0000000     0.0014700
 0.9900151     0.0079622
 0.9727653     0.0185446
 0.9534650     0.0294355
 0.9328613     0.0399586
 0.9115173     0.0496599
 0.8897507     0.0583031
 0.8676442     0.0657774
 0.8451831     0.0720675
 0.8221897     0.0770571
 0.7974252     0.0809436
 0.7695351     0.0844062
 0.7396537     0.0878264
 0.7092073     0.0910529
 0.6784550     0.0939976
 0.6476263     0.0966478
 0.6167962     0.0989801
 0.5859992     0.1009842
 0.5552632     0.1026459
 0.5246075     0.1039513
 0.4940531     0.1048842
 0.4636212     0.1054268
 0.4333352     0.1055594
 0.4032215     0.1052605
 0.3733100     0.1045067
 0.3436357     0.1032728
 0.3142410     0.1015320
 0.2851779     0.0992560
 0.2565142     0.0964161
 0.2283411     0.0929848
 0.2007889     0.0889398
 0.1740515     0.0842722
 0.1484227     0.0790032
 0.1243293     0.0732104
 0.1023195     0.0670558
 0.0829343     0.0607838
 0.0664813     0.0546576
 0.0528973     0.0488681
 0.0418294     0.0434925
 0.0328228     0.0385184
 0.0254565     0.0338897
 0.0193950     0.0295375
 0.0143905     0.0253950
 0.0102686     0.0214044
 0.0069126     0.0175189
 0.0042525     0.0137043
 0.0022520     0.0099433
 0.0008924     0.0062417
 0.0001610     0.0026338
 0.0000179    -0.0008630
 0.0004610    -0.0043618
 0.0015792    -0.0079180
 0.0034159    -0.0114165
 0.0059798    -0.0147907
 0.0092595    -0.0180107
 0.0132648    -0.0210802
 0.0180473    -0.0240192
 0.0237095    -0.0268550
 0.0304184    -0.0296125
 0.0384200    -0.0323092
 0.0480571    -0.0349487
 0.0597768    -0.0375102
 0.0740954    -0.0399319
 0.0914685    -0.0420965
 0.1120620    -0.0438402
 0.1355943    -0.0450043
 0.1614500    -0.0454970
 0.1889680    -0.0453101
 0.2176320    -0.0444908
 0.2470986    -0.0431091
 0.2771509    -0.0412371
 0.3076516    -0.0389422
 0.3385097    -0.0362847
 0.3696614    -0.0333180
 0.4010599    -0.0300894
 0.4326688    -0.0266407
 0.4644588    -0.0230091
 0.4964053    -0.0192274
 0.5284869    -0.0153248
 0.5606836    -0.0113269
 0.5929761    -0.0072560
 0.6253393    -0.0031328
 0.6577343     0.0010246
 0.6900785     0.0051913
 0.7221294     0.0093348
 0.7534443     0.0133718
 0.7831432     0.0172489
 0.8101610     0.0205364
 0.8345235     0.0224763
 0.8580797     0.0229461
 0.8813148     0.0221604
 0.9042493     0.0201438
 0.9268496     0.0169586
 0.9488409     0.0127197
 0.9697110     0.0076606
 0.9887411     0.0021707
 1.0000000    -0.0014700
