NACA 4820
 1.0000000     0.0021000
 0.9877766     0.0096769
 0.9681335     0.0211393
 0.9472020     0.0323890
 0.9252881     0.0431054
 0.9026089     0.0530577
 0.8792746     0.0620942
 0.8552126     0.0701351
 0.8302541     0.0771255
 0.8036063     0.0830051
 0.7738754     0.0884300
 0.7413741     0.0939454
 0.7072557     0.0993445
 0.6721775     0.1044643
 0.6366732     0.1091856
 0.6010572     0.1134376
 0.5655317     0.1171700
 0.5302337     0.1203435
 0.4952686     0.1229235
 0.4607283     0.1248774
 0.4267026     0.1261738
 0.3932867     0.1267836
 0.3605873     0.1266807
 0.3287282     0.1258456
 0.2978568     0.1242681
 0.2681476     0.1219534
 0.2398021     0.1189278
 0.2130393     0.1152443
 0.1880750     0.1109852
 0.1650893     0.1062594
 0.1441941     0.1011911
 0.1254117     0.0959047
 0.1086749     0.0905103
 0.0938470     0.0850938
 0.0807499     0.0797145
 0.0691917     0.0744080
 0.0589863     0.0691911
 0.0499646     0.0640674
 0.0419801     0.0590317
 0.0349100     0.0540731
 0.0286532     0.0491788
 0.0231290     0.0443341
 0.0182757     0.0395254
 0.0140459     0.0347414
 0.0104064     0.0299723
 0.0073345     0.0252143
 0.0048179     0.0204733
 0.0028450     0.0157587
 0.0014012     0.0110755
 0.0004775     0.0064727
 0.0000462     0.0020090
 0.0000652    -0.0023763
 0.0005470    -0.0068197
 0.0015550    -0.0113528
 0.0031272    -0.0158935
 0.0052835    -0.0203781
 0.0080345    -0.0247785
 0.0113804    -0.0290639
 0.0153165    -0.0332162
 0.0198486    -0.0372314
 0.0249910    -0.0411116
 0.0307733    -0.0448631
 0.0372426    -0.0484935
 0.0444640    -0.0520101
 0.0525254    -0.0554171
 0.0615388    -0.0587143
 0.0716434    -0.0618957
 0.0830085    -0.0649464
 0.0958340    -0.0678397
 0.1103462    -0.0705341
 0.1267854    -0.0729696
 0.1453820    -0.0750666
 0.1663192    -0.0767276
 0.1896904    -0.0778468
 0.2154673    -0.0783242
 0.2434979    -0.0780829
 0.2735383    -0.0770808
 0.3053045    -0.0753128
 0.3385178    -0.0728047
 0.3729323    -0.0696036
 0.4083434    -0.0657685
 0.4445838    -0.0613637
 0.4815139    -0.0564543
 0.5190112    -0.0511041
 0.5569568    -0.0453751
 0.5952178    -0.0393287
 0.6336184    -0.0330300
 0.6718872    -0.0265561
 0.7095656    -0.0200149
 0.7459421    -0.0135587
 0.7798761    -0.0073958
 0.8106179    -0.0018978
 0.8384214     0.0020719
 0.8649360     0.0045219
 0.8906145     0.0057238
 0.9156263     0.0057744
 0.9399520     0.0047725
 0.9634390     0.0028266
 0.9858300     0.0000823
 1.0000000    -0.0021000
