NACA 3816
 1.0000000     0.0016800
 0.9928006     0.0051418
 0.9798895     0.0111259
 0.9635184     0.0183009
 0.9445469     0.0260408
 0.9234998     0.0339084
 0.9007495     0.0415656
 0.8765830     0.0487394
 0.8512328     0.0552056
 0.8248944     0.0607785
 0.7977362     0.0653085
 0.7699063     0.0692965
 0.7415373     0.0731455
 0.7127487     0.0768265
 0.6836500     0.0803133
 0.6543419     0.0835822
 0.6249182     0.0866108
 0.5954661     0.0893783
 0.5660677     0.0918651
 0.5368005     0.0940526
 0.5077378     0.0959233
 0.4789491     0.0974607
 0.4505011     0.0986498
 0.4224571     0.0994766
 0.3948782     0.0999292
 0.3678229     0.0999970
 0.3413476     0.0996718
 0.3155065     0.0989474
 0.2903524     0.0978203
 0.2659361     0.0962892
 0.2423068     0.0943558
 0.2195125     0.0920246
 0.1975998     0.0893028
 0.1766138     0.0862002
 0.1565988     0.0827297
 0.1375977     0.0789064
 0.1196525     0.0747480
 0.1028043     0.0702738
 0.0870931     0.0655053
 0.0725582     0.0604649
 0.0592379     0.0551760
 0.0471700     0.0496625
 0.0363913     0.0439479
 0.0269381     0.0380550
 0.0188458     0.0320055
 0.0121494     0.0258190
 0.0068832     0.0195128
 0.0030809     0.0131011
 0.0007756     0.0065946
 0.0000000     0.0000000
 0.0007756    -0.0064783
 0.0030809    -0.0126398
 0.0068832    -0.0184848
 0.0121494    -0.0240104
 0.0188458    -0.0292119
 0.0269381    -0.0340823
 0.0363913    -0.0386133
 0.0471700    -0.0427956
 0.0592379    -0.0466193
 0.0725582    -0.0500747
 0.0870931    -0.0531524
 0.1028043    -0.0558440
 0.1196525    -0.0581423
 0.1375977    -0.0600418
 0.1565988    -0.0615389
 0.1766138    -0.0626324
 0.1975998    -0.0633233
 0.2195125    -0.0636152
 0.2423068    -0.0635141
 0.2659361    -0.0630290
 0.2903524    -0.0621709
 0.3155065    -0.0609537
 0.3413476    -0.0593932
 0.3678229    -0.0575073
 0.3948782    -0.0553158
 0.4224571    -0.0528396
 0.4505011    -0.0501013
 0.4789491    -0.0471239
 0.5077378    -0.0439312
 0.5368005    -0.0405470
 0.5660677    -0.0369955
 0.5954661    -0.0333002
 0.6249182    -0.0294845
 0.6543419    -0.0255712
 0.6836500    -0.0215825
 0.7127487    -0.0175402
 0.7415373    -0.0134659
 0.7699063    -0.0093814
 0.7977362    -0.0053090
 0.8248944    -0.0017081
 0.8512328     0.0008572
 0.8765830     0.0024631
 0.9007495     0.0032087
 0.9234998     0.0032134
 0.9445469     0.0026185
 0.9635184     0.0015917
 0.9798895     0.0003337
 0.9928006    -0.0008999
 1.0000000    -0.0016800
